3.7,9.7,19.66,47.67,102985.8,41265113,36.045,?,1.58
0.9,8.93,18.75,48.25,121697.8,41686560,36.889,?,1.53
6.2,9.62,16.94,51.26,145994.7,42086662,37.803,?,1.55
6.8,13.28,17.03,55.18,165801.8,42491198,38.943,?,1.56
7.3,14.03,22.28,58.26,200556.2,42918419,39.067,?,1.57
9.2,17.03,21.6,62.4,242481.1,43373151,40.009,?,1.71
7.7,14.32,18.9,63.65,277540.8,43848218,40.114,?,1.76
7,14.32,18.68,63.6,277540.8,44335028,40.467,?,1.654
4.5,12.12,20.26,65.72,315181.3,44820073,40.689,?,1.656
6.3,12.45,15.19,69.91,372493.4,45292522,40.641,?,1.634
4.8,12.44,17.74,86.44,490850.9,45751022,40.788,?,1.574
4.7,13.24,24.15,87.44,542001.8,46196054,40.921,?,1.537
8.3,14.98,17.21,90.43,537215.3,46620691,40.827,?,1.464
1.5,4.75,12.76,98.25,591453,47016957,41.057,?,1.425
1.9,4.75,27.64,102.46,651634.4,47379241,41.48,56.2,1.48
1.8,5,30.43,103.81,651634.4,47379241,41.48,56.2,1.48
2.1,5,26.9,104.23,651634.4,47379241,41.48,57.4,1.48
1.4,5,25.74,104.23,651634.4,47379241,41.48,58.5,1.48
1.1,5,29.01,104.95,651634.4,47379241,41.48,59.3,1.48
2.2,5,32.5,106.53,651634.4,47379241,41.48,59.4,1.48
3,5,27.43,108.33,651634.4,47379241,41.48,59.7,1.48
2.4,5,33.12,108.75,651634.4,47379241,41.48,59,1.48
3.5,5,30.84,107.6,651634.4,47379241,41.48,59.4,1.48
2.6,5.25,32.7,105.63,651634.4,47379241,41.48,59.8,1.48
2.2,5.25,33.82,105.01,651634.4,47379241,41.48,59.3,1.48
2.8,5.25,26.8,104.38,651634.4,47379241,41.48,57.9,1.48
3.4,5.25,28.66,104.17,707021.3,47706224,41.8,56.3,1.309
3.6,5,27.4,104.59,707021.3,47706224,41.8,56.1,1.309
4,5,26.3,104.9,707021.3,47706224,41.8,57.4,1.309
4.8,5,28.46,105.01,707021.3,47706224,41.8,59.4,1.309
5.3,5,28.37,105.01,707021.3,47706224,41.8,60.1,1.309
5,5,26.26,105.14,707021.3,47706224,41.8,60.1,1.309
4.8,4.75,26.35,104.93,707021.3,47706224,41.8,60.1,1.309
4.7,4.5,27.2,104.42,707021.3,47706224,41.8,59.4,1.309
3.3,4,23.43,102.26,707021.3,47706224,41.8,60.1,1.309
3.4,4,21.18,97.17,707021.3,47706224,41.8,60.3,1.309
3.4,4,19.44,94.26,707021.3,47706224,41.8,60.2,1.309
3.2,4,19.84,93.53,707021.3,47706224,41.8,58.9,1.309
2.6,4,19.48,94.26,784741.3,47999547,42.25,58.1,1.178
2.6,4,21.74,95.82,784741.3,47999547,42.25,58.2,1.178
2.3,4,26.31,99.56,784741.3,47999547,42.25,59.1,1.178
2.5,4,27.29,100.19,784741.3,47999547,42.25,60.5,1.178
3,4.25,25.31,100.91,784741.3,47999547,42.25,60.9,1.178
2.6,4.25,26.86,101.33,784741.3,47999547,42.25,61,1.178
2.1,4.25,27.02,101.85,784741.3,47999547,42.25,61,1.178
2.4,4.25,28.98,102.37,784741.3,47999547,42.25,60.1,1.178
3.1,4.25,30.45,107.25,784741.3,47999547,42.25,60.8,1.178
2.8,4.25,27.22,104.55,784741.3,47999547,42.25,60.9,1.178
3.5,4.25,26.89,102.89,784741.3,47999547,42.25,60.5,1.178
3.7,4.25,31.2,103.41,784741.3,47999547,42.25,59.5,1.178
3.8,4.25,33.51,103.72,837365,48260897,42.76,58.1,1.191
3.9,4.25,36.6,104.13,837365,48260897,42.76,57.9,1.191
4.5,4.25,31.04,103.93,837365,48260897,42.76,58.7,1.191
3.7,4.25,25.8,104.03,837365,48260897,42.76,59.6,1.191
3.2,4,29.56,104.55,837365,48260897,42.76,60.1,1.191
3,4,30.19,104.55,837365,48260897,42.76,60.1,1.191
3.2,3.75,30.54,104.86,837365,48260897,42.76,60.2,1.191
3,3.75,31.57,104.86,837365,48260897,42.76,59.3,1.191
3.3,3.75,29.2,104.97,837365,48260897,42.76,59.7,1.191
3.7,3.75,29.11,104.65,837365,48260897,42.76,60.1,1.191
3.4,3.75,30.41,104.34,837365,48260897,42.76,60,1.191
3.4,3.75,32.52,104.86,837365,48260897,42.76,59,1.192
3.4,3.75,33.05,105.49,908439.2,48493441,43.13,58.6,1.149
3.3,3.75,36.16,106.73,908439.2,48493441,43.13,58.7,1.149
3.1,3.75,35.76,107.04,908439.2,48493441,43.13,59.7,1.226
3.3,3.75,37.38,107.25,908439.2,48493441,43.13,60.5,1.226
3.3,3.75,39.88,108.19,908439.2,48493441,43.13,60.6,1.226
3.6,3.75,37.05,109.02,908439.2,48493441,43.13,60.8,1.226
4.4,3.75,43.8,109.4,908439.2,48493441,43.13,60.6,1.226
4.8,3.5,42.12,110.34,908439.2,48493441,43.13,59.6,1.226
3.9,3.5,49.64,109.3,908439.2,48493441,43.13,60.6,1.226
3.8,3.5,51.76,105.35,908439.2,48493441,43.13,60.8,1.226
3.3,3.25,49.13,101.61,908439.2,48493441,43.13,60.5,1.226
3,3.25,43.45,100.88,908439.2,48493441,43.13,59.6,1.226
3.4,3.25,48.2,100.49,957447.8,49347461,42.86,58.4,1.226
3.4,3.25,51.75,100.96,957447.8,49347461,42.86,58.3,1.226
3,3.25,55.4,101.25,957447.8,49347461,42.86,59.4,1.244
3,3.25,49.72,101.15,957447.8,49347461,42.86,60.3,1.244
3.1,3.25,51.97,101.25,957447.8,49347461,42.86,60.8,1.297
3.1,3.25,56.5,101.34,957447.8,49347461,42.86,60.8,1.297
2.8,3.25,60.57,101.34,957447.8,49347461,42.86,60.6,1.187
2.6,3.25,68.94,100.99,957447.8,49347461,42.86,59.7,1.187
2,3.25,66.24,97.39,957447.8,49347461,42.86,60.2,1.205
2.5,3.5,59.76,92.17,957447.8,49347461,42.86,60.5,1.205
2.3,3.5,57.32,87.52,957447.8,49347461,42.86,60.5,1.239
2.5,3.75,61.04,87.04,957447.8,49347461,42.86,59.2,1.239
2.6,3.75,67.92,86.95,1005601.5,49182456,43.64,58.5,1.172
2.2,4,61.41,86.95,1005601.5,49182456,43.64,58.3,1.172
2,4,66.63,86.85,1005601.5,49182456,43.64,59.4,1.052
2,4,71.88,86.76,1005601.5,49182456,43.64,60.4,1.052
2,4,71.29,88.37,1005601.5,49182456,43.64,60.9,0.977
2.3,4.25,73.93,92.26,1005601.5,49182456,43.64,60.9,0.918
2.4,4.25,74.4,94.26,1005601.5,49182456,43.64,60.7,0.918
2.4,4.5,70.26,97.11,1005601.5,49182456,43.64,60,0.837
2.7,4.5,62.91,99.67,1005601.5,49182456,43.64,60.4,0.837
2.5,4.5,58.73,96.44,1005601.5,49182456,43.64,60.7,0.81
2.2,4.5,63.13,93.59,1005601.5,49182456,43.64,60.6,0.81
2.1,4.5,61.05,93.4,1005601.5,49182456,43.64,59.4,0.86
1.7,4.5,58.14,92.93,1089660.2,49034810,44.38,58.7,0.86
2.2,4.5,61.79,94.83,1089660.2,49034810,44.38,58.5,1.259
2.2,4.5,65.87,96.54,1089660.2,49034810,44.38,59.6,1.259
2.5,4.5,65.71,97.11,1089660.2,49034810,44.38,60.5,1.259
2.3,4.5,64.01,97.66,1089660.2,49034810,44.38,61,1.259
2.5,4.5,70.68,97.69,1089660.2,49034810,44.38,61.1,1.259
2.5,4.75,78.21,97.87,1089660.2,49034810,44.38,60.9,1.259
2,5,74.04,97.77,1089660.2,49034810,44.38,60.1,1.259
2.3,5,81.66,97.01,1089660.2,49034810,44.38,60.5,1.259
3,5,94.53,95.68,1089660.2,49034810,44.38,60.7,1.259
3.5,5,88.71,95.87,1089660.2,49034810,44.38,60.7,1.259
3.6,5,96,97.39,1089660.2,49034810,44.38,59.4,1.259
3.9,5,91.75,97.96,1154216.5,49297732,43.26,58.6,1.192
3.6,5,101.84,99.2,1154216.5,49329973,43.28,58.3,1.192
3.9,5,101.58,100.53,1154216.5,49324670,43.29,59.3,1.192
4.1,5,113.46,100.53,1154216.5,49355153,43.3,60.3,1.192
4.9,5,127.35,100.81,1154216.5,49380296,43.31,60.8,1.192
5.5,5,140,103.03,1154216.5,49387462,43.31,60.8,1.192
5.9,5,124.08,103.85,1154216.5,49416162,43.32,60.6,1.192
5.6,5.25,115.46,105.37,1154216.5,49441742,43.34,59.8,1.192
5.1,5.25,100.64,105.37,1154216.5,49469003,43.35,60,1.192
4.8,4.25,67.81,101.86,1154216.5,49495874,43.36,60.2,1.192
4.5,4,54.43,101.58,1154216.5,49516085,43.37,60.1,1.192
4.1,3,44.6,101.58,1154216.5,49540367,43.39,58.6,1.192
3.7,2.5,41.68,103.47,1205347.7,49552045,43.4,57.5,1.149
4.1,2,44.76,102.34,1205347.7,49577741,43.44,57.1,1.149
3.9,2,49.66,102.15,1205347.7,49596381,43.44,58,1.149
3.6,2,51.12,101.86,1205347.7,49593665,43.46,59,1.149
2.7,2,66.31,100.83,1205347.7,49618780,43.47,59.4,1.149
2,2,69.89,97.65,1205347.7,49642216,43.48,60,1.149
1.6,2,69.45,95.65,1205347.7,49665471,43.49,59.5,1.149
2.2,2,69.96,92.9,1205347.7,49688156,43.5,59,1.149
2.2,2,70.61,91.28,1205347.7,49711355,43.51,59.4,1.149
2,2,77,88.25,1205347.7,49736280,43.52,59.4,1.149
2.4,2,77.28,85.87,1205347.7,49759141,43.52,59.2,1.149
2.8,2,79.36,85.87,1205347.7,49773145,43.54,57.8,1.149
3.5,2,72.89,85.34,1322611.2,49810609,43.56,56.8,1.226
3,2,79.66,85.34,1322611.2,49835331,43.58,56.7,1.226
2.5,2,83.76,84.49,1322611.2,49862894,43.6,57.9,1.226
2.6,2,86.15,83.69,1322611.2,49889125,43.61,59.2,1.226
2.7,2,73.97,81.71,1322611.2,49913379,43.61,60.1,1.226
2.7,2,75.63,81.34,1322611.2,49934126,43.63,60,1.226
2.5,2.25,78.95,81.35,1322611.2,49955240,43.64,60,1.226
2.7,2.25,71.92,80.93,1322611.2,49976963,43.65,59.2,1.226
3.4,2.25,79.97,80.24,1322611.2,50001273,43.65,59.3,1.226
3.7,2.25,81.43,80.2,1322611.2,50475351,43.74,59.5,1.226
3,2.5,84.11,84.93,1322611.2,50495462,43.74,59.3,1.226
3,2.5,91.38,86.36,1322611.2,50515666,44.83,58.2,1.226
3.4,2.75,92.19,87.56,1388937.2,50534731,43.76,57,1.244
3.9,2.75,96.97,89.21,1388937.2,50555262,43.77,57.3,1.244
4.1,3,106.72,92.75,1388937.2,50575130,43.77,58.5,1.244
3.8,3,113.93,96.33,1388937.2,50594424,43.77,59.5,1.244
3.9,3,102.7,96.95,1388937.2,50613213,43.76,60.4,1.244
4.2,3.25,95.42,96.95,1388937.2,50627347,43.75,60.5,1.244
4.5,3.25,95.7,97.02,1388937.2,50641565,43.75,60.2,1.244
4.7,3.25,88.81,97.04,1388937.2,50662739,43.75,59.8,1.244
3.8,3.25,79.2,97.04,1388937.2,50681829,43.74,59.3,1.244
3.6,3.25,93.19,97.04,1388937.2,50699478,43.74,60.1,1.244
4.2,3.25,100.36,102.33,1388937.2,50717719,43.73,59.9,1.244
4.2,3.25,98.83,103.56,1388937.2,50734284,43.73,58.7,1.244
3.4,3.25,98.48,104.31,1440111.4,50750837,43.74,57.7,1.297
3,3.25,107.07,104.86,1440111.4,50767313,43.75,57.7,1.297
2.7,3.25,103.02,105,1440111.4,50783029,43.75,58.9,1.297
2.6,3.25,104.87,105.2,1440111.4,50801531,43.75,60,1.297
2.5,3.25,86.53,105.4,1440111.4,50819380,43.75,60.8,1.297
2.2,3.25,84.96,105.42,1440111.4,50832898,43.75,60.7,1.297
1.5,3,88.06,105.42,1440111.4,50851082,43.75,60.6,1.297
1.3,3,96.47,105.31,1440111.4,50871606,43.76,59.9,1.297
2.1,3,92.19,104.92,1440111.4,50891223,43.75,60.2,1.297
2.1,2.75,86.24,104.92,1440111.4,50912264,43.75,60.3,1.297
1.6,2.75,88.91,110.4,1440111.4,50930805,43.74,59.9,1.297
1.4,2.75,91.82,110.67,1440111.4,50948272,43.75,58.6,1.297
1.6,2.75,97.49,110.67,1500819.1,50965180,43.76,57.7,1.187
1.6,2.75,92.05,110.75,1500819.1,50991003,43.77,57.5,1.187
1.5,2.75,97.23,110.72,1500819.1,51003843,43.77,58.7,1.187
1.3,2.75,93.46,110.88,1500819.1,51018468,43.77,60,1.187
1.2,2.5,91.97,110.99,1500819.1,51034494,43.77,60.6,1.187
1.2,2.5,96.56,111.26,1500819.1,51047880,43.77,60.8,1.187
1.6,2.5,105.03,111.31,1500819.1,51064841,43.77,60.7,1.187
1.5,2.5,107.65,111.37,1500819.1,51081507,43.78,60.2,1.187
1,2.5,102.33,110.73,1500819.1,51098531,43.78,60.6,1.187
0.9,2.5,96.38,112.45,1500819.1,51115702,43.77,60.8,1.187
1.2,2.5,92.72,109.77,1500819.1,51127984,43.76,60.7,1.187
1.1,2.5,98.42,109.43,1500819.1,51141463,43.76,59.4,1.187
1.1,2.5,97.49,109.27,1562928.9,51156168,43.77,58.8,1.205
1,2.5,102.59,109.19,1562928.9,51171176,43.78,58.9,1.205
1.3,2.5,101.58,108.92,1562928.9,51185882,43.78,59.7,1.205
1.5,2.5,99.74,108.3,1562928.9,51202130,43.78,60.9,1.205
1.7,2.5,102.71,107.59,1562928.9,51218424,43.77,61.1,1.205
1.7,2.5,105.37,106.88,1562928.9,51233579,43.78,61.2,1.205
1.6,2.5,98.17,106.2,1562928.9,51250261,43.78,61.4,1.205
1.4,2.25,95.96,105.58,1562928.9,51266779,43.79,61.1,1.205
1.1,2.25,91.16,105.26,1562928.9,51284774,43.79,61.1,1.205
1.1,2,80.54,108.5,1562928.9,51302044,43.78,61.1,1.205
1,2,66.15,104.89,1562928.9,51314683,43.77,61.1,1.205
0.8,2,53.27,103.71,1562928.9,51327916,43.76,59.7,1.205
1,2,48.24,102.85,1658020.4,51342881,43.77,59,1.239
0.6,2,49.76,102.26,1658020.4,51360454,43.77,59.1,1.239
0.5,1.75,47.6,101.51,1658020.4,51378174,43.78,59.8,1.239
0.4,1.75,59.63,100.74,1658020.4,51395238,43.78,60.6,1.239
0.6,1.75,60.3,100.2,1658020.4,51413925,43.78,61.2,1.239
0.7,1.5,59.47,100.58,1658020.4,51431100,43.77,61.2,1.239
0.7,1.5,47.12,100.87,1658020.4,51448183,43.77,61.3,1.239
0.7,1.5,49.2,101.22,1658020.4,51465228,43.77,60.9,1.239
0.5,1.5,45.09,100.9,1658020.4,51482816,43.76,61.1,1.239
0.8,1.5,46.59,100,1658020.4,51500986,43.76,61.2,1.239
0.8,1.5,41.65,95.28,1658020.4,51515399,43.75,61,1.239
1.1,1.5,37.04,93.6,1658020.4,51529338,43.75,60.1,1.239
0.6,1.5,33.62,92.58,1740779.6,51541582,43.76,59,1.172
1.1,1.5,33.75,92.17,1740779.6,51555409,43.77,58.9,1.172
0.8,1.5,38.34,91.61,1740779.6,51569536,43.78,59.7,1.172
1,1.5,45.92,91.39,1740779.6,51584349,43.78,60.5,1.172
0.8,1.5,49.1,91.17,1740779.6,51601265,43.78,61.1,1.172
0.7,1.25,48.33,90.81,1740779.6,51619330,43.78,61.3,1.172
0.4,1.25,41.6,90.47,1740779.6,51634618,43.79,61.3,1.172
0.5,1.25,44.7,89.22,1740779.6,51649552,43.8,61.2,1.172
1.3,1.25,48.24,85.53,1740779.6,51664244,43.8,61.1,1.172
1.5,1.25,46.86,83.35,1740779.6,51677054,43.81,61.2,1.172
1.5,1.25,49.44,81.54,1740779.6,51687682,43.81,61.2,1.172
1.3,1.25,53.72,81.38,1740779.6,51696216,43.81,60.2,1.172
2.2,1.25,52.81,81.85,1835698.2,51704332,43.82,59.1,1.052
2.1,1.25,54.01,81.67,1835698.2,51712221,43.84,59.3,1.052
2.3,1.25,50.6,81.34,1835698.2,51714935,43.86,60.3,1.052
2,1.25,49.33,81.32,1835698.2,51722903,43.86,61,1.052
2,1.25,48.32,81.01,1835698.2,51732586,43.87,61.5,1.052
1.8,1.25,46.04,80.57,1835698.2,51736224,43.87,61.5,1.052
2.2,1.25,50.17,81.24,1835698.2,51744948,43.88,61.6,1.052
2.5,1.25,47.23,82.8,1835698.2,51753820,43.88,61.2,1.052
2,1.25,51.67,84.37,1835698.2,51762492,43.89,61.4,1.052
1.8,1.25,54.38,95.64,1835698.2,51769092,43.9,61.4,1.052
1.2,1.5,57.4,96.9,1835698.2,51774649,43.9,61.4,1.052
1.4,1.5,60.42,98.45,1835698.2,51778544,43.9,60.4,1.052
0.8,1.5,64.73,100.43,1898192.6,51779148,43.92,59.5,0.977
1.3,1.5,61.64,103.23,1898192.6,51779892,43.94,59.2,0.977
1.2,1.5,64.94,106.8,1898192.6,51784669,43.96,60.2,0.977
1.5,1.5,68.57,108.48,1898192.6,51790131,43.97,60.9,0.977
1.5,1.5,67.04,109.05,1898192.6,51796179,43.98,61.3,0.977
1.5,1.5,74.15,110.13,1898192.6,51801449,43.99,61.4,0.977
1.1,1.5,68.76,111.29,1898192.6,51806977,44.01,61.3,0.977
1.4,1.5,69.8,112.02,1898192.6,51812153,44.03,60.9,0.977
2.1,1.5,73.25,112.29,1898192.6,51817851,44.04,61.2,0.977
2,1.5,65.31,121.71,1898192.6,51821881,44.05,61.2,0.977
2,1.75,50.93,121.72,1898192.6,51824477,44.06,61.4,0.977
1.3,1.75,45.41,121.54,1898192.6,51826059,44.08,60.1,0.977
0.8,1.75,53.79,121.36,1924498.1,51826287,44.1,59.2,0.918
0.5,1.75,57.22,121.26,1924498.1,51829538,44.14,59.4,0.918
0.4,1.75,60.14,121.14,1924498.1,51833175,44.15,60.4,0.918
0.6,1.75,63.91,120.8,1924498.1,51836763,44.17,60.8,0.918
0.7,1.75,53.5,120.19,1924498.1,51840339,44.19,61.5,0.918
0.7,1.75,58.47,119.74,1924498.1,51842636,44.2,61.6,0.918
0.6,1.5,58.58,118.7,1924498.1,51845612,44.22,61.5,0.918
0,1.5,55.1,117.87,1924498.1,51847538,44.24,61.4,0.918
-0.4,1.5,54.07,116.78,1924498.1,51849253,44.26,61.5,0.918
0,1.25,54.18,118.57,1924498.1,51850705,44.27,61.7,0.918
0.2,1.25,55.17,118.7,1924498.1,51851427,44.28,61.7,0.918
0.7,1.25,61.06,118.95,1924498.1,51849861,44.3,60.8,0.918
1.2,1.25,51.56,118.95,1933152.4,51847509,44.33,60,0.837
0.9,1.25,44.76,118.83,1933152.4,51844627,44.37,60,0.837
0.8,0.75,20.48,118.62,1933152.4,51843195,44.41,59.5,0.837
0,0.75,15.06,118.74,1933152.4,51842524,44.44,59.4,0.837
-0.2,0.5,35.49,118.81,1933152.4,51841371,44.46,60.2,0.837
0.2,0.5,39.27,119.41,1933152.4,51839408,44.48,60.4,0.837
0.4,0.5,40.27,119.68,1933152.4,51839852,44.5,60.5,0.837
0.8,0.5,42.61,119.87,1933152.4,51839953,44.52,60.4,0.837
0.9,0.5,39.29,120.57,1933152.4,51841786,44.53,60.3,0.837
0.1,0.5,35.79,134.72,1933152.4,51838016,44.54,60.4,0.837
0.6,0.5,45.34,134.82,1933152.4,51834302,44.55,60.7,0.837
0.6,0.5,48.52,135.79,1933152.4,51829023,44.56,59.1,0.837
0.9,0.5,52.2,136.33,2057447.8,51825932,44.59,57.4,0.81
1.4,0.5,61.5,137.01,2057447.8,51824142,44.61,58.6,0.81
1.9,0.5,59.16,138.03,2057447.8,51705905,44.61,59.8,0.81
2.5,0.5,63.58,139.09,2057447.8,51702100,44.62,60.4,0.81
2.6,0.5,66.32,139.37,2057447.8,51683025,44.63,61.2,0.81
2.3,0.5,73.47,139.48,2057447.8,51672400,44.64,61.3,0.81
2.6,0.5,73.95,139.39,2057447.8,51671569,44.65,61.3,0.81
2.6,0.75,68.5,138.7,2057447.8,51669716,44.67,61.2,0.81
2.4,0.75,75.03,135.48,2057447.8,51667688,44.68,61.3,0.81
3.2,0.75,83.57,138.15,2057447.8,51662290,44.68,61.4,0.81
3.8,1,66.18,133.25,2057447.8,51652704,44.68,61.5,0.81
3.7,1,76.99,129.64,2057447.8,51638809,44.69,60.4,0.81
3.6,1.25,88.15,126.93,?,51632473,44.7,59.6,0.86
3.7,1.25,95.72,126.36,?,51625561,44.71,60.6,0.86
4.1,1.25,100.28,124.44,?,51610695,44.72,61.4,0.86
4.8,1.5,104.69,119.8,?,51592660,44.73,68.4,0.86
?,?,114.67,?,?,51583722,44.74,?,0.86
